Instruction 1,Instruction 2,Conflict Type
"STORE R1, R0, 15","LOAD R1, R0, 18",WAW
"MUL R5, R0, 1","OR R10, R5, R2",RAW
"ADD R14, R1, R2","STORE R9, R14, R3",WAR
"LOAD R3, R1, R2","LOAD R9, R3, R3",WAR
"DIV R13, R0, 24","OR R7, R13, R2",RAW
"SUB R13, R1, R2","OR R10, R3, 10",No_CONFLICT
"XOR R11, R1, R2","STORE R5, R3, 10",No_CONFLICT
"AND R5, R1, R2","LOAD R11, R3, 10",No_CONFLICT
"SUB R4, R1, R2","MUL R9, R4, R3",WAR
"MUL R7, R1, R2","MUL R15, R3, 10",No_CONFLICT
"LOAD R14, R0, 33","XOR R4, R14, R2",RAW
"ADD R12, R1, R2","XOR R9, R3, 10",No_CONFLICT
"ADD R8, R0, 6","OR R8, R0, 24",WAW
"LOAD R1, R0, 4","OR R10, R1, R2",RAW
"MUL R15, R1, R2","MUL R8, R15, R3",WAR
"SUB R10, R1, R2","DIV R5, R3, 10",No_CONFLICT
"XOR R5, R0, 4","SHIFT R5, R0, 18",WAW
"SHIFT R2, R1, R2","STORE R2, R2, R3",WAR
"DIV R14, R0, 13","DIV R14, R0, 5",WAW
"OR R4, R0, 17","DIV R4, R0, 26",WAW
"DIV R8, R1, R2","MUL R7, R3, 10",No_CONFLICT
"ADD R9, R0, 36","STORE R9, R0, 4",WAW
"ADD R14, R1, R2","ADD R15, R3, 10",No_CONFLICT
"ADD R10, R0, 41","SHIFT R5, R10, R2",RAW
"SUB R14, R0, 12","OR R14, R14, R2",RAW
"DIV R3, R1, R2","AND R8, R3, 10",No_CONFLICT
"OR R9, R1, R2","STORE R5, R9, R3",WAR
"XOR R0, R0, 11","LOAD R3, R0, R2",RAW
"STORE R5, R0, 16","SHIFT R5, R0, 1",WAW
"XOR R6, R1, R2","AND R12, R6, R3",WAR
"XOR R4, R1, R2","AND R12, R4, R3",WAR
"DIV R7, R1, R2","XOR R8, R3, 10",No_CONFLICT
"XOR R14, R0, 42","XOR R8, R14, R2",RAW
"ADD R14, R0, 36","AND R5, R14, R2",RAW
"SHIFT R2, R1, R2","LOAD R4, R2, R3",WAR
"DIV R11, R1, R2","SUB R9, R11, R3",WAR
"AND R0, R0, 21","OR R0, R0, 0",WAW
"MUL R1, R0, 9","SUB R3, R1, R2",RAW
"MUL R15, R0, 34","MUL R8, R15, R2",RAW
"AND R13, R1, R2","AND R8, R3, 10",No_CONFLICT
"DIV R10, R0, 5","AND R4, R10, R2",RAW
"DIV R7, R1, R2","DIV R12, R7, R3",WAR
"OR R0, R0, 40","SHIFT R9, R0, R2",RAW
"XOR R3, R1, R2","STORE R9, R3, 10",No_CONFLICT
"ADD R13, R0, 37","OR R1, R13, R2",RAW
"LOAD R4, R0, 42","STORE R4, R0, 31",WAW
"DIV R7, R0, 42","SHIFT R7, R0, 28",WAW
"ADD R6, R1, R2","LOAD R8, R3, 10",No_CONFLICT
"LOAD R13, R0, 26","OR R13, R0, 47",WAW
"SUB R6, R0, 23","ADD R3, R6, R2",RAW
"AND R2, R0, 35","ADD R8, R2, R2",RAW
"MUL R4, R0, 44","SHIFT R4, R4, R2",RAW
"DIV R11, R1, R2","STORE R10, R11, R3",WAR
"DIV R15, R0, 14","MUL R6, R15, R2",RAW
"STORE R14, R0, 50","ADD R14, R0, 2",WAW
"LOAD R9, R0, 17","XOR R9, R0, 34",WAW
"ADD R8, R0, 9","SHIFT R8, R0, 45",WAW
"ADD R11, R1, R2","SHIFT R5, R3, 10",No_CONFLICT
"ADD R13, R0, 28","DIV R0, R13, R2",RAW
"STORE R5, R0, 26","SHIFT R13, R5, R2",RAW
"LOAD R12, R0, 0","ADD R12, R0, 36",WAW
"MUL R8, R1, R2","MUL R6, R3, 10",No_CONFLICT
"LOAD R2, R1, R2","ADD R15, R2, R3",WAR
"MUL R11, R0, 7","XOR R11, R0, 50",WAW
"STORE R4, R0, 1","SHIFT R4, R0, 8",WAW
"OR R10, R1, R2","AND R11, R3, 10",No_CONFLICT
"SUB R10, R0, 22","ADD R15, R10, R2",RAW
"SUB R10, R0, 22","DIV R10, R10, R2",RAW
"ADD R4, R1, R2","OR R3, R3, 10",No_CONFLICT
"XOR R7, R0, 27","OR R7, R0, 21",WAW
"SHIFT R0, R0, 16","SHIFT R6, R0, R2",RAW
"SHIFT R11, R1, R2","SHIFT R12, R3, 10",No_CONFLICT
"STORE R1, R0, 8","LOAD R1, R0, 48",WAW
"DIV R11, R1, R2","ADD R3, R11, R3",WAR
"SUB R12, R1, R2","STORE R6, R3, 10",No_CONFLICT
"OR R9, R0, 30","XOR R14, R9, R2",RAW
"XOR R4, R0, 6","XOR R4, R0, 19",WAW
"MUL R4, R0, 37","LOAD R3, R4, R2",RAW
"AND R1, R0, 22","MUL R1, R0, 6",WAW
"SUB R0, R1, R2","OR R9, R0, R3",WAR
"SUB R11, R0, 14","ADD R11, R0, 30",WAW
"SUB R3, R0, 49","ADD R9, R3, R2",RAW
"LOAD R13, R1, R2","AND R2, R13, R3",WAR
"DIV R2, R1, R2","XOR R13, R3, 10",No_CONFLICT
"LOAD R11, R0, 13","LOAD R8, R11, R2",RAW
"XOR R11, R1, R2","MUL R1, R11, R3",WAR
"SUB R2, R1, R2","XOR R11, R3, 10",No_CONFLICT
"SUB R10, R0, 8","DIV R12, R10, R2",RAW
"XOR R7, R0, 21","LOAD R4, R7, R2",RAW
"DIV R9, R0, 7","XOR R1, R9, R2",RAW
"OR R8, R0, 22","SHIFT R8, R0, 16",WAW
"SUB R9, R0, 15","SUB R7, R9, R2",RAW
"DIV R6, R0, 33","AND R8, R6, R2",RAW
"DIV R5, R1, R2","AND R15, R3, 10",No_CONFLICT
"XOR R9, R1, R2","SUB R9, R3, 10",No_CONFLICT
"MUL R3, R0, 22","MUL R5, R3, R2",RAW
"AND R10, R1, R2","OR R15, R10, R3",WAR
"STORE R5, R1, R2","LOAD R5, R3, 10",No_CONFLICT
"ADD R6, R1, R2","XOR R14, R6, R3",WAR
"SUB R3, R0, 39","SUB R3, R0, 37",WAW
"MUL R12, R1, R2","DIV R11, R12, R3",WAR
"ADD R1, R1, R2","SUB R2, R3, 10",No_CONFLICT
"SHIFT R2, R0, 26","LOAD R2, R2, R2",RAW
"AND R1, R0, 34","ADD R1, R0, 6",WAW
"XOR R2, R0, 21","ADD R15, R2, R2",RAW
"LOAD R10, R1, R2","DIV R5, R3, 10",No_CONFLICT
"STORE R5, R1, R2","LOAD R1, R3, 10",No_CONFLICT
"OR R13, R0, 7","XOR R13, R0, 32",WAW
"MUL R7, R1, R2","XOR R4, R3, 10",No_CONFLICT
"ADD R9, R0, 30","SHIFT R9, R0, 23",WAW
"SHIFT R1, R1, R2","ADD R12, R1, R3",WAR
"OR R1, R1, R2","LOAD R4, R1, R3",WAR
"DIV R14, R1, R2","SUB R12, R14, R3",WAR
"AND R14, R1, R2","DIV R9, R3, 10",No_CONFLICT
"SHIFT R1, R0, 12","ADD R1, R0, 27",WAW
"MUL R12, R1, R2","STORE R6, R12, R3",WAR
"DIV R2, R0, 19","DIV R1, R2, R2",RAW
"SUB R12, R0, 44","AND R9, R12, R2",RAW
"STORE R12, R1, R2","AND R1, R12, R3",WAR
"AND R8, R1, R2","AND R2, R3, 10",No_CONFLICT
"MUL R12, R0, 1","AND R13, R12, R2",RAW
"SUB R10, R1, R2","SUB R0, R3, 10",No_CONFLICT
"LOAD R9, R1, R2","XOR R5, R9, R3",WAR
"SHIFT R3, R1, R2","SHIFT R11, R3, R3",WAR
"XOR R6, R0, 21","MUL R11, R6, R2",RAW
"LOAD R2, R0, 39","STORE R2, R2, R2",RAW
"SHIFT R9, R0, 19","AND R1, R9, R2",RAW
"AND R1, R0, 43","OR R13, R1, R2",RAW
"XOR R1, R1, R2","OR R14, R1, R3",WAR
"MUL R8, R0, 4","STORE R2, R8, R2",RAW
"LOAD R5, R1, R2","LOAD R13, R5, R3",WAR
"ADD R0, R0, 4","MUL R10, R0, R2",RAW
"AND R12, R0, 16","OR R9, R12, R2",RAW
"ADD R5, R0, 17","SHIFT R5, R0, 18",WAW
"ADD R12, R0, 30","MUL R12, R0, 35",WAW
"OR R13, R0, 41","ADD R13, R0, 49",WAW
"MUL R2, R1, R2","MUL R1, R3, 10",No_CONFLICT
"ADD R10, R0, 1","AND R10, R0, 45",WAW
"OR R13, R0, 21","DIV R13, R0, 20",WAW
"ADD R10, R1, R2","MUL R9, R3, 10",No_CONFLICT
"SUB R8, R1, R2","AND R3, R8, R3",WAR
"DIV R9, R0, 8","LOAD R11, R9, R2",RAW
"XOR R2, R1, R2","SUB R13, R3, 10",No_CONFLICT
"MUL R7, R0, 36","MUL R7, R0, 13",WAW
"MUL R2, R1, R2","LOAD R3, R2, R3",WAR
"STORE R0, R1, R2","SHIFT R13, R3, 10",No_CONFLICT
"SHIFT R6, R1, R2","OR R3, R6, R3",WAR
"OR R7, R0, 38","STORE R6, R7, R2",RAW
"ADD R12, R0, 46","XOR R8, R12, R2",RAW
"XOR R1, R1, R2","ADD R7, R1, R3",WAR
"AND R3, R1, R2","SHIFT R8, R3, 10",No_CONFLICT
"SHIFT R9, R0, 42","OR R9, R0, 13",WAW
"SHIFT R14, R0, 20","STORE R14, R0, 2",WAW
"ADD R1, R1, R2","OR R14, R3, 10",No_CONFLICT
"MUL R11, R1, R2","MUL R4, R11, R3",WAR
"LOAD R5, R1, R2","SHIFT R11, R3, 10",No_CONFLICT
"DIV R7, R1, R2","XOR R10, R3, 10",No_CONFLICT
"LOAD R10, R0, 22","DIV R12, R10, R2",RAW
"OR R2, R0, 14","XOR R11, R2, R2",RAW
"LOAD R11, R1, R2","DIV R3, R11, R3",WAR
"LOAD R8, R1, R2","OR R15, R3, 10",No_CONFLICT
"SHIFT R12, R1, R2","DIV R10, R3, 10",No_CONFLICT
"AND R12, R0, 23","STORE R12, R0, 44",WAW
"SUB R14, R1, R2","ADD R2, R14, R3",WAR
"SHIFT R2, R1, R2","STORE R6, R2, R3",WAR
"MUL R13, R1, R2","AND R9, R3, 10",No_CONFLICT
"AND R2, R0, 9","LOAD R13, R2, R2",RAW
"STORE R5, R1, R2","LOAD R7, R5, R3",WAR
"MUL R7, R1, R2","SUB R7, R3, 10",No_CONFLICT
"DIV R5, R0, 45","STORE R5, R0, 44",WAW
"AND R0, R1, R2","XOR R14, R3, 10",No_CONFLICT
"OR R0, R0, 5","SUB R0, R0, 40",WAW
"SHIFT R8, R0, 13","LOAD R3, R8, R2",RAW
"XOR R1, R1, R2","ADD R10, R1, R3",WAR
"ADD R15, R1, R2","SUB R8, R15, R3",WAR
"ADD R13, R0, 42","XOR R13, R0, 4",WAW
"SHIFT R14, R0, 24","LOAD R14, R0, 20",WAW
"DIV R10, R1, R2","STORE R14, R10, R3",WAR
"SUB R5, R0, 5","SUB R5, R0, 45",WAW
"LOAD R14, R1, R2","XOR R3, R3, 10",No_CONFLICT
"DIV R13, R0, 36","AND R13, R0, 7",WAW
"SHIFT R12, R0, 1","OR R0, R12, R2",RAW
"SUB R11, R0, 46","DIV R11, R0, 6",WAW
"AND R11, R0, 48","XOR R13, R11, R2",RAW
"DIV R13, R1, R2","DIV R13, R13, R3",WAR
"STORE R2, R1, R2","LOAD R4, R2, R3",WAR
"DIV R5, R0, 27","SUB R5, R0, 15",WAW
"ADD R5, R0, 7","XOR R5, R0, 45",WAW
"AND R9, R0, 6","XOR R0, R9, R2",RAW
"OR R14, R0, 45","OR R14, R0, 30",WAW
"STORE R4, R1, R2","SHIFT R4, R3, 10",No_CONFLICT
"STORE R6, R1, R2","SUB R10, R3, 10",No_CONFLICT
"XOR R0, R1, R2","ADD R7, R3, 10",No_CONFLICT
"OR R14, R1, R2","MUL R3, R14, R3",WAR
"OR R12, R0, 30","MUL R12, R0, 20",WAW
"OR R8, R1, R2","SUB R10, R3, 10",No_CONFLICT
"LOAD R9, R1, R2","MUL R9, R9, R3",WAR
"STORE R3, R1, R2","XOR R15, R3, 10",No_CONFLICT
"LOAD R2, R0, 46","DIV R2, R0, 17",WAW
"XOR R13, R0, 20","ADD R9, R13, R2",RAW
"SHIFT R0, R0, 20","LOAD R0, R0, 14",WAW
"SHIFT R4, R1, R2","ADD R11, R4, R3",WAR
"LOAD R13, R0, 12","DIV R13, R0, 11",WAW
"DIV R6, R1, R2","LOAD R10, R3, 10",No_CONFLICT
"DIV R3, R0, 31","DIV R14, R3, R2",RAW
"SHIFT R10, R0, 12","LOAD R11, R10, R2",RAW
"STORE R1, R1, R2","AND R10, R1, R3",WAR
"XOR R8, R0, 36","SUB R15, R8, R2",RAW
"SHIFT R2, R1, R2","SHIFT R9, R2, R3",WAR
"SHIFT R10, R0, 26","AND R7, R10, R2",RAW
"ADD R15, R0, 21","DIV R15, R0, 42",WAW
"OR R3, R1, R2","SUB R4, R3, R3",WAR
"LOAD R7, R0, 43","MUL R7, R0, 17",WAW
"ADD R8, R1, R2","AND R0, R3, 10",No_CONFLICT
"OR R11, R0, 50","DIV R15, R11, R2",RAW
"MUL R8, R0, 14","LOAD R5, R8, R2",RAW
"MUL R3, R1, R2","STORE R8, R3, R3",WAR
"XOR R10, R0, 25","LOAD R10, R0, 1",WAW
"LOAD R5, R0, 27","STORE R5, R0, 40",WAW
"ADD R9, R0, 19","DIV R9, R0, 38",WAW
"XOR R4, R0, 21","OR R4, R0, 39",WAW
"XOR R2, R1, R2","OR R2, R2, R3",WAR
"SUB R4, R1, R2","LOAD R9, R3, 10",No_CONFLICT
"SUB R4, R1, R2","LOAD R13, R3, 10",No_CONFLICT
"DIV R9, R1, R2","XOR R12, R3, 10",No_CONFLICT
"DIV R1, R0, 24","LOAD R1, R0, 31",WAW
"DIV R8, R1, R2","OR R11, R8, R3",WAR
"XOR R1, R1, R2","ADD R9, R1, R3",WAR
"STORE R11, R0, 9","LOAD R4, R11, R2",RAW
"LOAD R14, R1, R2","MUL R1, R3, 10",No_CONFLICT
"MUL R1, R1, R2","ADD R15, R1, R3",WAR
"SUB R5, R1, R2","SHIFT R14, R5, R3",WAR
"MUL R3, R1, R2","STORE R3, R3, 10",No_CONFLICT
"LOAD R8, R0, 34","ADD R12, R8, R2",RAW
"SHIFT R2, R1, R2","LOAD R4, R2, R3",WAR
"XOR R11, R1, R2","DIV R0, R11, R3",WAR
"STORE R15, R1, R2","LOAD R2, R3, 10",No_CONFLICT
"DIV R3, R0, 32","XOR R7, R3, R2",RAW
"SUB R2, R0, 30","DIV R2, R0, 40",WAW
"DIV R10, R0, 40","SHIFT R8, R10, R2",RAW
"SUB R13, R1, R2","SUB R7, R3, 10",No_CONFLICT
"MUL R0, R1, R2","SUB R15, R0, R3",WAR
"AND R3, R0, 36","DIV R3, R0, 40",WAW
"SUB R14, R0, 7","LOAD R14, R0, 21",WAW
"SHIFT R3, R0, 47","SUB R3, R0, 35",WAW
"XOR R2, R0, 37","SHIFT R2, R0, 11",WAW
"MUL R4, R0, 3","SHIFT R0, R4, R2",RAW
"LOAD R14, R1, R2","SHIFT R11, R3, 10",No_CONFLICT
"MUL R2, R0, 23","AND R2, R0, 7",WAW
"LOAD R13, R1, R2","OR R14, R13, R3",WAR
"STORE R6, R1, R2","LOAD R10, R3, 10",No_CONFLICT
"SHIFT R7, R1, R2","SUB R4, R7, R3",WAR
"ADD R7, R0, 37","MUL R14, R7, R2",RAW
"SHIFT R8, R0, 7","STORE R12, R8, R2",RAW
"SUB R10, R0, 36","SUB R7, R10, R2",RAW
"LOAD R3, R1, R2","SHIFT R12, R3, R3",WAR
"DIV R3, R1, R2","XOR R7, R3, 10",No_CONFLICT
"DIV R13, R0, 28","SHIFT R14, R13, R2",RAW
"MUL R11, R1, R2","LOAD R10, R11, R3",WAR
"AND R0, R1, R2","MUL R4, R0, R3",WAR
"DIV R0, R0, 21","LOAD R0, R0, 11",WAW
"ADD R5, R1, R2","STORE R13, R5, R3",WAR
"DIV R11, R0, 46","MUL R12, R11, R2",RAW
"AND R7, R1, R2","DIV R15, R3, 10",No_CONFLICT
"AND R9, R0, 27","ADD R9, R0, 44",WAW
"SHIFT R12, R1, R2","DIV R14, R3, 10",No_CONFLICT
"AND R9, R1, R2","OR R13, R3, 10",No_CONFLICT
"SHIFT R8, R1, R2","STORE R12, R8, R3",WAR
"XOR R15, R0, 1","SUB R15, R0, 31",WAW
"OR R8, R0, 29","SHIFT R8, R0, 25",WAW
"OR R2, R0, 13","ADD R2, R0, 32",WAW
"STORE R1, R1, R2","AND R15, R3, 10",No_CONFLICT
"AND R12, R1, R2","SHIFT R15, R3, 10",No_CONFLICT
"OR R9, R0, 9","DIV R6, R9, R2",RAW
"LOAD R13, R0, 16","SUB R15, R13, R2",RAW
"SUB R3, R0, 36","OR R0, R3, R2",RAW
"ADD R0, R0, 17","ADD R0, R0, 33",WAW
"STORE R9, R0, 15","XOR R8, R9, R2",RAW
"OR R5, R1, R2","OR R10, R3, 10",No_CONFLICT
"OR R13, R1, R2","XOR R5, R3, 10",No_CONFLICT
"SUB R6, R0, 13","MUL R3, R6, R2",RAW
"XOR R2, R0, 2","OR R2, R0, 42",WAW
"XOR R12, R1, R2","LOAD R10, R3, 10",No_CONFLICT
"DIV R12, R1, R2","DIV R9, R12, R3",WAR
"SUB R12, R0, 6","XOR R12, R0, 48",WAW
"XOR R7, R0, 48","LOAD R7, R0, 14",WAW
"ADD R1, R0, 49","DIV R1, R0, 23",WAW
"ADD R4, R0, 38","OR R4, R0, 36",WAW
"DIV R8, R1, R2","SUB R0, R8, R3",WAR
"STORE R10, R0, 8","LOAD R5, R10, R2",RAW
"STORE R14, R1, R2","SUB R0, R14, R3",WAR
"OR R6, R1, R2","AND R2, R3, 10",No_CONFLICT
"AND R7, R1, R2","STORE R12, R3, 10",No_CONFLICT
"LOAD R10, R1, R2","XOR R10, R10, R3",WAR
"AND R2, R1, R2","OR R1, R3, 10",No_CONFLICT
"XOR R7, R0, 29","SUB R7, R0, 30",WAW
"MUL R15, R0, 36","XOR R15, R0, 45",WAW
"OR R2, R0, 28","OR R10, R2, R2",RAW
"ADD R14, R1, R2","ADD R8, R14, R3",WAR
"STORE R14, R1, R2","LOAD R0, R3, 10",No_CONFLICT
"MUL R15, R0, 44","XOR R15, R0, 34",WAW
"ADD R13, R0, 40","ADD R13, R13, R2",RAW
"SUB R13, R0, 3","ADD R0, R13, R2",RAW
"STORE R6, R0, 30","MUL R6, R0, 9",WAW
"SHIFT R9, R0, 42","SHIFT R1, R9, R2",RAW
"MUL R12, R0, 33","OR R12, R12, R2",RAW
"STORE R12, R0, 13","DIV R12, R0, 3",WAW
"LOAD R13, R1, R2","DIV R10, R13, R3",WAR
"OR R11, R1, R2","LOAD R9, R11, R3",WAR
"XOR R7, R1, R2","STORE R0, R3, 10",No_CONFLICT
"STORE R0, R1, R2","MUL R1, R0, R3",WAR
"STORE R13, R1, R2","MUL R14, R13, R3",WAR
"LOAD R6, R0, 40","AND R3, R6, R2",RAW
"LOAD R9, R1, R2","ADD R13, R3, 10",No_CONFLICT
"SHIFT R11, R1, R2","AND R13, R3, 10",No_CONFLICT
"STORE R2, R1, R2","OR R8, R3, 10",No_CONFLICT
"MUL R12, R1, R2","XOR R10, R3, 10",No_CONFLICT
"LOAD R13, R0, 13","STORE R13, R0, 27",WAW
"DIV R7, R0, 2","ADD R7, R0, 3",WAW
"AND R0, R1, R2","MUL R14, R0, R3",WAR
"OR R8, R1, R2","OR R3, R3, 10",No_CONFLICT
"SUB R9, R1, R2","LOAD R13, R9, R3",WAR
"STORE R7, R1, R2","LOAD R12, R3, 10",No_CONFLICT
"XOR R3, R1, R2","ADD R2, R3, R3",WAR
"ADD R14, R1, R2","MUL R12, R3, 10",No_CONFLICT
"SHIFT R11, R0, 6","ADD R8, R11, R2",RAW
"MUL R1, R1, R2","AND R4, R1, R3",WAR
"MUL R5, R0, 44","SHIFT R5, R0, 23",WAW
"DIV R5, R1, R2","ADD R9, R5, R3",WAR
"STORE R13, R1, R2","STORE R0, R13, R3",WAR
"SHIFT R14, R0, 31","OR R14, R0, 4",WAW
"XOR R14, R1, R2","OR R3, R14, R3",WAR
"DIV R3, R1, R2","ADD R3, R3, R3",WAR
"ADD R5, R0, 35","DIV R5, R5, R2",RAW
"ADD R11, R0, 13","SUB R13, R11, R2",RAW
"MUL R8, R1, R2","LOAD R14, R8, R3",WAR
"LOAD R4, R1, R2","OR R9, R3, 10",No_CONFLICT
"AND R1, R0, 18","LOAD R3, R1, R2",RAW
"MUL R8, R1, R2","XOR R6, R8, R3",WAR
"STORE R9, R1, R2","MUL R14, R3, 10",No_CONFLICT
"ADD R2, R0, 7","XOR R3, R2, R2",RAW
"LOAD R7, R1, R2","AND R8, R3, 10",No_CONFLICT
"MUL R1, R1, R2","MUL R15, R3, 10",No_CONFLICT
"MUL R8, R1, R2","SUB R0, R8, R3",WAR
"MUL R5, R0, 12","STORE R5, R0, 17",WAW
"DIV R1, R0, 47","SHIFT R1, R0, 7",WAW
"DIV R6, R1, R2","XOR R11, R3, 10",No_CONFLICT
"SUB R2, R0, 26","OR R7, R2, R2",RAW
"ADD R7, R1, R2","LOAD R7, R3, 10",No_CONFLICT
"SHIFT R10, R1, R2","DIV R13, R3, 10",No_CONFLICT
"SHIFT R13, R0, 0","SUB R3, R13, R2",RAW
"LOAD R8, R1, R2","MUL R12, R3, 10",No_CONFLICT
"DIV R1, R1, R2","SUB R13, R3, 10",No_CONFLICT
"LOAD R7, R1, R2","XOR R15, R7, R3",WAR
"SUB R0, R1, R2","OR R1, R0, R3",WAR
"SHIFT R2, R0, 41","ADD R11, R2, R2",RAW
"SHIFT R10, R1, R2","AND R9, R10, R3",WAR
"STORE R11, R0, 14","LOAD R11, R0, 0",WAW
"DIV R13, R0, 23","MUL R0, R13, R2",RAW
"SHIFT R7, R1, R2","STORE R14, R3, 10",No_CONFLICT
"OR R9, R1, R2","SHIFT R11, R9, R3",WAR
"MUL R11, R0, 43","MUL R11, R0, 19",WAW
"ADD R5, R0, 5","OR R3, R5, R2",RAW
"SHIFT R7, R0, 23","XOR R12, R7, R2",RAW
"ADD R4, R0, 7","STORE R8, R4, R2",RAW
"SHIFT R5, R0, 42","ADD R11, R5, R2",RAW
"ADD R8, R1, R2","LOAD R9, R3, 10",No_CONFLICT
"LOAD R3, R0, 50","LOAD R3, R0, 26",WAW
"STORE R1, R0, 10","LOAD R1, R0, 19",WAW
"LOAD R11, R1, R2","OR R3, R3, 10",No_CONFLICT
"SUB R0, R1, R2","OR R9, R3, 10",No_CONFLICT
"STORE R1, R1, R2","ADD R13, R1, R3",WAR
"MUL R0, R1, R2","XOR R8, R0, R3",WAR
"SUB R14, R1, R2","XOR R6, R14, R3",WAR
"ADD R1, R0, 50","XOR R1, R1, R2",RAW
"XOR R7, R0, 18","DIV R6, R7, R2",RAW
"LOAD R6, R0, 19","DIV R6, R0, 12",WAW
"SUB R9, R1, R2","XOR R2, R9, R3",WAR
"DIV R5, R1, R2","SHIFT R4, R5, R3",WAR
"LOAD R6, R0, 28","ADD R6, R0, 34",WAW
"DIV R6, R1, R2","MUL R10, R3, 10",No_CONFLICT
"MUL R3, R1, R2","LOAD R14, R3, 10",No_CONFLICT
"SUB R2, R0, 32","SHIFT R0, R2, R2",RAW
"SHIFT R12, R1, R2","OR R13, R3, 10",No_CONFLICT
"LOAD R13, R0, 3","XOR R13, R0, 2",WAW
"LOAD R4, R0, 34","SUB R4, R0, 11",WAW
"SUB R0, R1, R2","MUL R7, R3, 10",No_CONFLICT
"LOAD R10, R1, R2","AND R13, R3, 10",No_CONFLICT
"ADD R13, R1, R2","LOAD R6, R3, 10",No_CONFLICT
"MUL R10, R0, 30","AND R10, R10, R2",RAW
"ADD R2, R0, 29","XOR R2, R0, 31",WAW
"AND R11, R1, R2","STORE R10, R11, R3",WAR
"LOAD R9, R0, 19","MUL R7, R9, R2",RAW
"SHIFT R9, R1, R2","ADD R10, R9, R3",WAR
"OR R1, R1, R2","ADD R2, R3, 10",No_CONFLICT
"ADD R10, R0, 20","OR R4, R10, R2",RAW
"LOAD R12, R1, R2","STORE R13, R12, R3",WAR
"LOAD R6, R1, R2","AND R7, R3, 10",No_CONFLICT
"STORE R10, R1, R2","LOAD R10, R10, R3",WAR
"OR R5, R0, 35","MUL R2, R5, R2",RAW
"MUL R0, R1, R2","XOR R8, R0, R3",WAR
"LOAD R2, R1, R2","SUB R5, R2, R3",WAR
"ADD R9, R0, 31","OR R9, R0, 15",WAW
"STORE R3, R1, R2","STORE R9, R3, R3",WAR
"OR R9, R0, 1","AND R9, R0, 41",WAW
"SHIFT R0, R0, 32","OR R10, R0, R2",RAW
"AND R13, R0, 34","XOR R15, R13, R2",RAW
"MUL R6, R0, 15","LOAD R2, R6, R2",RAW
"LOAD R10, R0, 5","SUB R11, R10, R2",RAW
"OR R15, R1, R2","AND R10, R15, R3",WAR
"ADD R10, R0, 24","STORE R2, R10, R2",RAW
"MUL R7, R1, R2","SHIFT R3, R3, 10",No_CONFLICT
"ADD R7, R0, 38","MUL R11, R7, R2",RAW
"SHIFT R3, R1, R2","LOAD R7, R3, 10",No_CONFLICT
"AND R9, R1, R2","DIV R10, R9, R3",WAR
"AND R15, R0, 2","AND R15, R0, 11",WAW
"STORE R0, R1, R2","STORE R3, R0, R3",WAR
"LOAD R7, R1, R2","DIV R12, R7, R3",WAR
"AND R11, R0, 28","SHIFT R6, R11, R2",RAW
"DIV R0, R0, 2","MUL R0, R0, R2",RAW
"MUL R12, R0, 26","ADD R2, R12, R2",RAW
"XOR R14, R0, 6","MUL R14, R0, 26",WAW
"SUB R10, R0, 25","OR R1, R10, R2",RAW
"XOR R2, R0, 11","SUB R2, R0, 43",WAW
"STORE R8, R1, R2","STORE R14, R3, 10",No_CONFLICT
"LOAD R9, R1, R2","STORE R5, R3, 10",No_CONFLICT
"SUB R5, R0, 32","OR R6, R5, R2",RAW
"SHIFT R9, R1, R2","OR R15, R9, R3",WAR
"SHIFT R7, R0, 18","LOAD R7, R0, 2",WAW
"AND R12, R0, 32","AND R9, R12, R2",RAW
"AND R6, R0, 32","LOAD R0, R6, R2",RAW
"XOR R10, R0, 29","SUB R5, R10, R2",RAW
"STORE R1, R0, 47","STORE R9, R1, R2",RAW
"STORE R4, R1, R2","STORE R0, R3, 10",No_CONFLICT
"AND R2, R0, 49","STORE R2, R0, 34",WAW
"XOR R14, R0, 7","ADD R2, R14, R2",RAW
"OR R10, R0, 20","AND R6, R10, R2",RAW
"SUB R15, R1, R2","AND R12, R15, R3",WAR
"MUL R5, R0, 23","DIV R5, R0, 1",WAW
"DIV R2, R1, R2","OR R5, R3, 10",No_CONFLICT
"STORE R14, R1, R2","SUB R15, R3, 10",No_CONFLICT
"AND R8, R0, 47","LOAD R2, R8, R2",RAW
"SUB R13, R0, 10","STORE R13, R0, 7",WAW
"SUB R2, R1, R2","MUL R2, R2, R3",WAR
"STORE R15, R0, 45","OR R0, R15, R2",RAW
"OR R4, R1, R2","AND R6, R4, R3",WAR
"MUL R9, R1, R2","XOR R5, R9, R3",WAR
"ADD R0, R1, R2","LOAD R8, R3, 10",No_CONFLICT
"SHIFT R2, R0, 33","STORE R1, R2, R2",RAW
"XOR R11, R1, R2","SHIFT R10, R11, R3",WAR
"LOAD R8, R0, 33","XOR R13, R8, R2",RAW
"OR R2, R1, R2","DIV R7, R3, 10",No_CONFLICT
"LOAD R1, R0, 35","MUL R1, R0, 50",WAW
"LOAD R4, R0, 15","DIV R12, R4, R2",RAW
"XOR R0, R1, R2","DIV R15, R0, R3",WAR
"STORE R5, R0, 33","ADD R5, R0, 28",WAW
"OR R7, R1, R2","OR R4, R3, 10",No_CONFLICT
"DIV R7, R1, R2","XOR R13, R7, R3",WAR
